match_id,season,match_name,home_team,away_team,venue,batting_innings,bowling_innings,Player_name,Starting_11,bowling_team_bowl,batting_team_bat,prev_runs,prev_balls,prev_sixes,prev_fours,prev_wickets,prev_conceded,prev_Overs_Bowled,prev_catches,prev_Dream Team,prev_Total_FP,prev_overs,prev_fielding_heroics,prev_duck,luck,Captain/Vice Captain
17201,2012,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Saurabh Tiwary,4.0,,RCB,8.0,6.0,0.0,1.0,,,,,0.0,13.0,,,0,73,NC
17202,2012,RCB v PWI,RCB,PWI,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Saurabh Tiwary,4.0,,RCB,17.0,16.0,1.0,0.0,,,,,0.0,23.0,,,0,91,NC
17204,2012,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Saurabh Tiwary,4.0,,RCB,4.0,7.0,0.0,0.0,,,,,0.0,8.0,,,0,67,NC
17205,2012,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Saurabh Tiwary,4.0,,RCB,19.0,22.0,1.0,1.0,,,,,1.0,26.0,,,0,51,NC
17206,2012,PWI v RCB,PWI,RCB,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Saurabh Tiwary,4.0,,RCB,1.0,1.0,0.0,0.0,,,,,0.0,5.0,,,0,50,NC
17207,2012,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Saurabh Tiwary,4.0,,RCB,36.0,30.0,1.0,3.0,,,,1.0,1.0,57.0,,0.0,0,50,NC
17208,2012,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1.0,2.0,Saurabh Tiwary,4.0,,,21.0,16.0,2.0,1.0,,,,0.0,1.0,38.0,,1.0,0,13,NC
17209,2012,DC v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Saurabh Tiwary,4.0,,RCB,,,,,,,,2.0,0.0,20.0,,0.0,0,27,NC
17210,2013,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Saurabh Tiwary,4.0,,RCB,30.0,27.0,1.0,1.0,,,,,1.0,41.0,,,0,89,NC
17211,2013,RCB v PWI,RCB,PWI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Saurabh Tiwary,4.0,,RCB,25.0,29.0,1.0,2.0,,,,,1.0,33.0,,,0,19,NC
17212,2013,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",2.0,1.0,Saurabh Tiwary,4.0,,RCB,2.0,2.0,0.0,0.0,,,,,0.0,6.0,,,0,34,NC
17213,2013,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,Saurabh Tiwary,4.0,,RCB,21.0,19.0,1.0,0.0,,,,1.0,1.0,35.0,,0.0,0,14,NC
17214,2013,PWI v RCB,PWI,RCB,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Saurabh Tiwary,4.0,,RCB,8.0,8.0,0.0,0.0,,,,,0.0,12.0,,,0,86,NC
17215,2013,KKR v RCB,KKR,RCB,"JSCA International Stadium Complex, Ranchi",1.0,2.0,Saurabh Tiwary,4.0,,RCB,52.0,45.0,2.0,2.0,,,,,1.0,70.0,,,0,82,NC
17216,2013,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Saurabh Tiwary,4.0,,,1.0,3.0,0.0,0.0,,,,,0.0,5.0,,,0,20,NC
17217,2015,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Saurabh Tiwary,4.0,,DC,,,,,,,,1.0,0.0,12.0,,0.0,0,83,NC
17218,2015,DC v PBKS,DC,PBKS,"Arun Jaitley Stadium, Delhi",2.0,1.0,Saurabh Tiwary,4.0,,DC,24.0,15.0,1.0,3.0,,,,2.0,1.0,53.0,,0.0,0,87,NC
17219,2015,RR v DC,RR,DC,"Brabourne Stadium, Mumbai",2.0,1.0,Saurabh Tiwary,4.0,,DC,5.0,4.0,0.0,1.0,,,,,0.0,10.0,,,0,20,NC
17220,2015,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",1.0,2.0,Saurabh Tiwary,4.0,,DC,28.0,14.0,2.0,1.0,,,,,1.0,43.0,,,0,57,NC
17221,2015,DC v SRH,DC,SRH,"Shaheed Veer Narayan Singh International Stadium, Raipur",2.0,1.0,Saurabh Tiwary,4.0,,DC,13.0,11.0,0.0,2.0,,,,,0.0,19.0,,,0,10,NC
17222,2015,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Saurabh Tiwary,4.0,,DC,26.0,25.0,1.0,2.0,,,,,1.0,34.0,,,0,30,NC
17223,2016,RPS v KKR,RPS,KKR,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Saurabh Tiwary,4.0,,,13.0,9.0,1.0,0.0,,,,,1.0,19.0,,,0,2,NC
17225,2016,RPS v GL,RPS,GL,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Saurabh Tiwary,4.0,,RPS,0.0,0.0,0.0,0.0,,,,,0.0,2.0,,,1,91,NC
17226,2016,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Saurabh Tiwary,4.0,,RPS,1.0,2.0,0.0,0.0,,,,0.0,0.0,17.0,,1.0,0,65,NC
17227,2016,DC v RPS,DC,RPS,"Arun Jaitley Stadium, Delhi",2.0,1.0,Saurabh Tiwary,4.0,,RPS,57.0,45.0,2.0,4.0,,,,,1.0,77.0,,,0,42,NC
17228,2016,RCB v RPS,RCB,RPS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Saurabh Tiwary,4.0,,RPS,21.0,18.0,1.0,1.0,,,,0.0,1.0,40.0,,1.0,0,20,NC
17229,2016,RPS v SRH,RPS,SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,1.0,Saurabh Tiwary,4.0,,RPS,52.0,39.0,0.0,9.0,,,,,1.0,75.0,,,0,82,NC
17230,2016,KKR v RPS,KKR,RPS,"Eden Gardens, Kolkata",1.0,2.0,Saurabh Tiwary,4.0,,RPS,9.0,10.0,0.0,1.0,,,,3.0,1.0,42.0,,0.0,0,81,NC
17232,2017,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1.0,2.0,Saurabh Tiwary,4.0,,MI,17.0,15.0,1.0,1.0,,,,1.0,0.0,32.0,,0.0,0,75,NC
17233,2020,MI v CSK,MI,CSK,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Saurabh Tiwary,4.0,,MI,52.0,43.0,0.0,9.0,,,,,1.0,73.0,,,0,82,NC
17234,2020,SRH v MI,SRH,MI,Sharjah Cricket Stadium,1.0,2.0,Saurabh Tiwary,4.0,,MI,42.0,31.0,1.0,3.0,,,,,1.0,57.0,,,0,33,NC
17235,2020,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Saurabh Tiwary,4.0,,MI,1.0,3.0,0.0,0.0,,,,,0.0,5.0,,,0,34,NC
17236,2020,KKR v MI,KKR,MI,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Saurabh Tiwary,4.0,,MI,5.0,8.0,0.0,0.0,,,,1.0,0.0,17.0,,0.0,0,48,NC
17237,2020,RR v MI,RR,MI,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Saurabh Tiwary,4.0,,MI,21.0,13.0,1.0,1.0,,,,,0.0,32.0,,,0,10,NC
17238,2021,MI v KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Saurabh Tiwary,4.0,,MI,34.0,25.0,1.0,4.0,,,,,1.0,50.0,,,0,48,NC
17239,2021,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Saurabh Tiwary,4.0,,MI,5.0,2.0,0.0,1.0,,,,,0.0,10.0,,,0,38,NC
17240,2021,CSK v MI,CSK,MI,Dubai International Cricket Stadium,2.0,1.0,Saurabh Tiwary,4.0,,MI,45.0,37.0,2.0,3.0,,,,,1.0,60.0,,,0,40,NC
17241,2021,MI v DC,MI,DC,Sharjah Cricket Stadium,1.0,2.0,Saurabh Tiwary,4.0,,MI,50.0,40.0,0.0,5.0,,,,1.0,1.0,75.0,,0.0,0,5,NC
17242,2016,RPS v MI,RPS,MI,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Scott Boland,4.0,RPS,,,,,,,,,,,,,,0,66,NC
17243,2016,DC v RPS,DC,RPS,"Arun Jaitley Stadium, Delhi",2.0,1.0,Scott Boland,4.0,RPS,,,,,,0.0,23.0,"[5, 11, 17]",,0.0,4.0,3.0,,0,69,NC
17244,2019,CSK v PBKS,CSK,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Scott Kuggeleijn,4.0,CSK,,,,,,,,,,,,,,0,65,NC
17245,2019,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Scott Kuggeleijn,4.0,CSK,,,,,,2.0,37.0,"[6, 12, 18, 20]",,1.0,54.0,4.0,,0,4,NC
17246,2008,KKR v DC,KKR,SRH,"Eden Gardens, Kolkata",1.0,2.0,Scott Styris,4.0,SRH,SRH,,,,,,,,,,,,,0,86,NC
17247,2008,CSK v DC,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Scott Styris,4.0,SRH,SRH,6.0,7.0,0.0,1.0,0.0,19.0,"[6, 8, 10, 18]",1.0,0.0,25.0,4.0,0.0,0,47,NC
17248,2008,RR v DC,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,Scott Styris,4.0,SRH,SRH,36.0,41.0,1.0,3.0,1.0,24.0,"[6, 8, 18]",,1.0,74.0,3.0,,0,62,NC
17249,2008,DC v KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Scott Styris,4.0,SRH,SRH,13.0,11.0,1.0,0.0,0.0,14.0,"[3, 5]",,0.0,21.0,2.0,,0,75,NC
17251,2008,PBKS v DC,PBKS,SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Scott Styris,4.0,SRH,SRH,29.0,28.0,0.0,2.0,0.0,33.0,"[7, 9, 11, 15]",,0.0,35.0,4.0,,0,49,NC
17252,2008,RCB v DC,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Scott Styris,4.0,SRH,SRH,1.0,2.0,0.0,0.0,1.0,36.0,"[5, 7, 16, 19]",,1.0,30.0,4.0,,0,80,NC
17253,2008,DC v CSK,SRH,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Scott Styris,4.0,SRH,SRH,2.0,3.0,0.0,0.0,1.0,29.0,"[5, 7, 17, 20]",0.0,0.0,37.0,4.0,1.0,0,52,NC
17254,2009,DC v KKR,SRH,KKR,"Newlands, Cape Town",2.0,1.0,Scott Styris,4.0,SRH,,20.0,20.0,0.0,3.0,0.0,16.0,"[11, 13, 17]",,1.0,31.0,3.0,,0,33,NC
17255,2009,RCB v DC,RCB,SRH,"Newlands, Cape Town",1.0,2.0,Scott Styris,4.0,SRH,SRH,,,,,2.0,32.0,"[10, 12, 14, 16]",,1.0,54.0,4.0,,0,69,VC
17256,2011,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Scott Styris,4.0,,CSK,14.0,8.0,1.0,0.0,3.0,32.0,"[8, 10, 16, 18]",,1.0,99.0,4.0,,0,48,NC
17257,2011,PBKS v CSK,PBKS,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Scott Styris,4.0,CSK,,5.0,2.0,0.0,1.0,,,,1.0,1.0,30.0,,1.0,0,18,NC
17258,2015,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Sean Abbott,4.0,RCB,RCB,,,,,,,,,,,,,0,64,NC
17259,2015,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Sean Abbott,4.0,RCB,RCB,1.0,4.0,0.0,0.0,0.0,36.0,"[1, 3, 15]",,0.0,1.0,3.0,,0,52,NC
17260,2022,DC v SRH,DC,SRH,"Brabourne Stadium, Mumbai",2.0,1.0,Sean Abbott,4.0,SRH,SRH,14.0,9.0,1.0,1.0,0.0,21.0,"[1, 14]",,0.0,19.0,2.0,,0,11,NC
17261,2009,CSK v DC,CSK,DC,"The Wanderers Stadium, Johannesburg",1.0,2.0,Shadab Jakati,4.0,CSK,CSK,,,,,,,,,,,,,0,81,C
17262,2009,CSK v DC,CSK,SRH,"Buffalo Park, East London",1.0,2.0,Shadab Jakati,4.0,CSK,,13.0,8.0,0.0,2.0,4.0,24.0,"[7, 9, 16, 18]",,1.0,145.0,4.0,,0,54,C
17263,2009,CSK v PBKS,CSK,PBKS,"SuperSport Park, Centurion",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,4.0,22.0,"[7, 9, 11, 13]",2.0,1.0,148.0,4.0,0.0,0,59,NC
17264,2009,CSK v RR,CSK,RR,"Diamond Oval, Kimberley",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,1.0,20.0,"[7, 9]",1.0,1.0,35.0,2.0,0.0,0,96,NC
17265,2009,RCB v CSK,RCB,CSK,"Kingsmead, Durban",1.0,2.0,Shadab Jakati,4.0,CSK,CSK,,,,,2.0,35.0,"[8, 14, 16, 18]",,1.0,54.0,4.0,,0,12,NC
17266,2009,CSK v MI,CSK,MI,"St George's Park, Port Elizabeth",2.0,1.0,Shadab Jakati,4.0,CSK,,7.0,7.0,0.0,1.0,0.0,25.0,"[8, 10, 12, 14]",,0.0,14.0,4.0,,0,1,NC
17267,2009,CSK v KKR,CSK,KKR,"SuperSport Park, Centurion",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,26.0,"[10, 16, 18]",,0.0,4.0,3.0,,0,65,NC
17268,2009,CSK v RCB,CSK,RCB,"The Wanderers Stadium, Johannesburg",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,1.0,36.0,"[7, 9, 12, 14]",,1.0,37.0,4.0,,0,20,NC
17269,2010,MI v CSK,MI,CSK,"Brabourne Stadium, Mumbai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,1.0,29.0,"[5, 7, 9, 13]",,1.0,37.0,4.0,,0,81,NC
17270,2010,RR v CSK,RR,CSK,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,1.0,30.0,"[7, 9, 11, 15]",,1.0,29.0,4.0,,0,84,NC
17271,2010,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,2.0,30.0,"[11, 13, 15, 17]",0.0,1.0,60.0,4.0,1.0,0,88,NC
17272,2010,CSK v RR,CSK,RR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,2.0,17.0,"[7, 9, 11, 16]",0.0,1.0,78.0,4.0,1.0,0,81,NC
17273,2010,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,37.0,"[9, 11, 13]",,0.0,-2.0,3.0,,0,43,NC
17274,2010,DC v CSK,SRH,CSK,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",1.0,2.0,Shadab Jakati,4.0,CSK,CSK,,,,,1.0,27.0,"[8, 12, 14, 16]",,0.0,31.0,4.0,,0,43,NC
17275,2010,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Shadab Jakati,4.0,CSK,,0.0,0.0,0.0,0.0,1.0,29.0,"[6, 12, 14, 17]",,1.0,29.0,4.0,,1,69,NC
17276,2010,CSK v DC,CSK,DC,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,1.0,23.0,"[9, 12, 14, 16]",,1.0,33.0,4.0,,0,26,NC
17277,2010,PBKS v CSK,PBKS,CSK,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,1.0,14.0,"[7, 9, 14]",,1.0,35.0,3.0,,0,58,NC
17278,2010,CSK v DC,CSK,SRH,"Dr DY Patil Sports Academy, Mumbai",1.0,2.0,Shadab Jakati,4.0,CSK,CSK,,,,,0.0,14.0,[13],,0.0,4.0,1.0,,0,87,NC
17279,2010,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Mumbai",1.0,2.0,Shadab Jakati,4.0,CSK,,0.0,0.0,0.0,0.0,2.0,44.0,"[11, 13, 15, 17]",,1.0,60.0,4.0,,1,20,NC
17280,2011,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,2.0,26.0,"[10, 13, 15]",1.0,1.0,62.0,3.0,0.0,0,36,NC
17281,2011,PBKS v CSK,PBKS,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,1.0,26.0,"[7, 9, 11, 14]",,1.0,31.0,4.0,,0,1,NC
17282,2011,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,28.0,"[12, 16, 20]",1.0,0.0,6.0,2.1,0.0,0,85,NC
17283,2011,Kochi v CSK,Kochi,CSK,"Nehru Stadium, Kochi",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,1.0,36.0,"[8, 11, 14]",,0.0,25.0,3.0,,0,78,NC
17284,2011,CSK v PWI,CSK,PWI,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,30.0,"[8, 10, 12]",,0.0,2.0,3.0,,0,54,NC
17285,2011,PWI v CSK,PWI,CSK,"Dr DY Patil Sports Academy, Mumbai",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,0.0,12.0,"[14, 16]",2.0,0.0,22.0,2.0,0.0,0,81,NC
17286,2011,CSK v DC,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,15.0,"[9, 11]",1.0,0.0,12.0,2.0,0.0,0,24,NC
17287,2011,CSK v RR,CSK,RR,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,2.0,23.0,"[7, 9, 11, 13]",1.0,1.0,82.0,4.0,0.0,0,51,NC
17288,2011,KKR v CSK,KKR,CSK,"Eden Gardens, Kolkata",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,2.0,22.0,"[7, 9, 11, 15]",,1.0,66.0,4.0,,0,35,NC
17289,2011,RR v CSK,RR,CSK,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,14.0,"[7, 9]",,0.0,6.0,2.0,,0,8,NC
17290,2011,CSK v DC,CSK,DC,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,30.0,"[8, 11, 14, 16]",1.0,0.0,12.0,4.0,0.0,0,45,NC
17291,2011,CSK v Kochi,CSK,Kochi,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,19.0,"[13, 15]",1.0,0.0,12.0,2.0,0.0,0,16,NC
17292,2011,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Shadab Jakati,4.0,,CSK,,,,,1.0,23.0,"[6, 8, 14, 16]",,1.0,41.0,4.0,,0,29,NC
17293,2011,CSK v RCB,CSK,RCB,"Wankhede Stadium, Mumbai",2.0,1.0,Shadab Jakati,4.0,CSK,,0.0,0.0,0.0,0.0,,,,,0.0,4.0,,,1,99,NC
17294,2011,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,1.0,37.0,"[8, 10, 12, 14]",,0.0,29.0,4.0,,0,93,NC
17295,2012,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,CSK,,,,,2.0,21.0,"[7, 9, 14, 18]",,1.0,74.0,4.0,,0,62,NC
17296,2012,DC v CSK,SRH,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1.0,2.0,Shadab Jakati,4.0,CSK,,6.0,10.0,0.0,0.0,0.0,8.0,[11],,0.0,8.0,1.0,,0,76,NC
17297,2012,DC v CSK,DC,CSK,"Arun Jaitley Stadium, Delhi",1.0,2.0,Shadab Jakati,4.0,CSK,CSK,,,,,2.0,14.0,"[12, 14]",,1.0,56.0,2.0,,0,36,NC
17298,2012,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Shadab Jakati,4.0,CSK,,1.0,2.0,0.0,0.0,0.0,23.0,"[7, 10, 13]",,0.0,5.0,3.0,,0,53,NC
17299,2012,CSK v PWI,CSK,PWI,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,27.0,"[12, 14]",1.0,0.0,6.0,2.0,0.0,0,77,NC
17300,2012,CSK v RR,CSK,RR,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,1.0,20.0,"[8, 10, 12]",,1.0,31.0,3.0,,0,45,NC
17301,2012,CSK v PBKS,CSK,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,1.0,12.0,"[8, 12]",1.0,1.0,39.0,2.0,0.0,0,30,NC
17302,2012,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,22.0,"[6, 8]",1.0,0.0,10.0,2.0,0.0,0,99,NC
17303,2012,CSK v DC,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,17.0,"[1, 7]",1.0,0.0,12.0,2.0,0.0,0,49,NC
17304,2012,MI v CSK,MI,CSK,"Wankhede Stadium, Mumbai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,0.0,17.0,"[7, 9]",,0.0,4.0,2.0,,0,64,NC
17305,2012,CSK v DC,CSK,DC,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,0.0,27.0,"[10, 13, 15]",,0.0,4.0,3.0,,0,74,NC
17306,2012,KKR v CSK,KKR,CSK,"Eden Gardens, Kolkata",2.0,1.0,Shadab Jakati,4.0,CSK,,,,,,0.0,20.0,"[8, 11, 13]",,0.0,6.0,3.0,,0,18,NC
17307,2012,CSK v MI,CSK,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,2.0,26.0,"[1, 6, 13, 15]",,1.0,64.0,4.0,,0,32,NC
17308,2012,CSK v DC,CSK,DC,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,1.0,25.0,"[1, 3, 5, 7]",0.0,0.0,37.0,4.0,1.0,0,41,NC
17309,2012,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shadab Jakati,4.0,CSK,,,,,,2.0,40.0,"[7, 10, 14, 16]",,1.0,52.0,4.0,,0,38,NC
17310,2014,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Shadab Jakati,4.0,RCB,,,,,,0.0,38.0,"[8, 11, 14, 16]",,0.0,4.0,4.0,,0,94,NC
17311,2016,GL v RPS,GL,RPS,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Shadab Jakati,4.0,GL,,,,,,0.0,41.0,"[1, 3, 13, 18]",,0.0,0.0,3.4,,0,32,NC
17312,2016,MI v GL,MI,GL,"Wankhede Stadium, Mumbai",2.0,1.0,Shadab Jakati,4.0,GL,,,,,,0.0,40.0,"[2, 5, 11, 13]",,0.0,2.0,4.0,,0,2,NC
17313,2016,GL v RCB,GL,RCB,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Shadab Jakati,4.0,GL,,,,,,1.0,13.0,"[7, 9, 14]",2.0,1.0,51.0,3.0,0.0,0,31,NC
17314,2016,GL v KKR,GL,KKR,"Green Park, Kanpur",2.0,1.0,Shadab Jakati,4.0,GL,,,,,,0.0,28.0,"[6, 12, 14]",,0.0,4.0,3.0,,0,82,NC
17315,2016,GL v MI,GL,MI,"Green Park, Kanpur",2.0,1.0,Shadab Jakati,4.0,GL,,,,,,1.0,22.0,"[9, 11, 14, 17]",0.0,1.0,45.0,4.0,1.0,0,11,NC
17316,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Shadab Jakati,4.0,GL,GL,,,,,0.0,30.0,"[8, 13, 15]",1.0,0.0,10.0,3.0,0.0,0,17,NC
17317,2017,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",1.0,2.0,Shadab Jakati,4.0,GL,,1.0,2.0,0.0,0.0,0.0,45.0,"[9, 11, 16]",1.0,0.0,7.0,3.0,0.0,0,33,NC
17318,2017,GL v RPS,GL,RPS,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Shadab Jakati,4.0,GL,,,,,,0.0,30.0,"[8, 10, 12]",,0.0,2.0,3.0,,0,97,NC
17319,2020,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Shahbaz Ahmed,4.0,RCB,RCB,,,,,,,,,,,,,0,2,NC
17321,2021,MI v RCB,MI,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Shahbaz Ahmed,4.0,RCB,RCB,,,,,0.0,18.0,"[9, 11]",1.0,0.0,12.0,2.0,0.0,0,7,NC
17322,2021,SRH v RCB,SRH,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Shahbaz Ahmed,4.0,RCB,RCB,1.0,2.0,0.0,0.0,0.0,14.0,[7],,0.0,5.0,1.0,,0,41,C
17323,2021,RCB v RR,RCB,RR,"Wankhede Stadium, Mumbai",2.0,1.0,Shahbaz Ahmed,4.0,,,14.0,10.0,1.0,0.0,3.0,7.0,"[15, 17]",1.0,1.0,123.0,2.0,0.0,0,61,NC
17324,2021,PBKS v RCB,PBKS,RCB,"Narendra Modi Stadium, Motera, Ahmedabad",2.0,1.0,Shahbaz Ahmed,4.0,RCB,RCB,,,,,,,,1.0,0.0,12.0,,0.0,0,6,NC
17325,2021,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,1.0,2.0,Shahbaz Ahmed,4.0,RCB,RCB,8.0,11.0,0.0,1.0,1.0,11.0,"[14, 16]",1.0,1.0,50.0,2.0,0.0,0,87,NC
